2500,2012-07-23 16:40:15,2578.25,1,277,2578.00,2578.25,2853696,0,0,C,
2500,2012-07-23 16:40:15,2578.25,1,276,2578.00,2578.25,2853694,0,0,C,
2500,2012-07-23 16:40:05,2578.25,1,275,2577.75,2578.25,2853666,0,0,C,
2500,2012-07-23 16:40:05,2577.75,1,274,2578.00,2578.25,2853657,0,0,C,
2500,2012-07-23 16:40:05,2577.75,1,273,2578.00,2578.25,2853656,0,0,C,
2500,2012-07-23 16:40:05,2578.00,1,272,2578.00,2578.25,2853655,0,0,C,
2500,2012-07-23 16:39:55,2578.00,1,271,2578.00,2578.25,2853629,0,0,C,
2500,2012-07-23 16:39:55,2578.00,1,270,2578.00,2578.25,2853628,0,0,C,
2500,2012-07-23 16:39:55,2578.00,3,269,2578.00,2578.25,2853626,0,0,C,
2500,2012-07-23 16:39:55,2578.00,5,266,2578.00,2578.25,2853624,0,0,C,
2500,2012-07-23 16:39:31,2578.25,1,261,2578.00,2578.25,2853611,0,0,C,
2500,2012-07-23 16:39:30,2578.25,4,260,2578.25,2578.50,2853600,0,0,C,
2500,2012-07-23 16:39:29,2578.25,2,256,2578.25,2578.50,2853597,0,0,C,
2500,2012-07-23 16:39:29,2578.25,1,254,2578.00,2578.25,2853586,0,0,C,
2500,2012-07-23 16:39:29,2578.25,1,253,2578.00,2578.25,2853585,0,0,C,
2500,2012-07-23 16:39:29,2578.25,1,252,2578.00,2578.25,2853584,0,0,C,
2500,2012-07-23 16:39:29,2578.25,1,251,2578.00,2578.25,2853583,0,0,C,
2500,2012-07-23 16:39:24,2578.00,1,250,2577.75,2578.00,2853547,0,0,C,
2500,2012-07-23 16:39:21,2578.00,1,249,2577.75,2578.00,2853544,0,0,C,
2500,2012-07-23 16:38:56,2578.25,1,248,2577.75,2578.25,2853477,0,0,C,
2500,2012-07-23 16:38:45,2578.00,1,247,2578.00,2578.25,2853425,0,0,C,
2500,2012-07-23 16:38:45,2578.00,1,246,2578.00,2578.25,2853422,0,0,C,
2500,2012-07-23 16:38:43,2578.00,1,245,2578.00,2578.25,2853417,0,0,C,
2500,2012-07-23 16:38:43,2578.00,1,244,2578.00,2578.25,2853416,0,0,C,
2500,2012-07-23 16:38:43,2578.00,1,243,2578.00,2578.25,2853414,0,0,C,
2500,2012-07-23 16:38:23,2578.50,1,242,2578.25,2578.50,2853380,0,0,C,
2500,2012-07-23 16:38:06,2578.50,1,241,2578.25,2578.50,2853307,0,0,C,
2500,2012-07-23 16:37:50,2578.50,1,240,2578.25,2578.50,2853290,0,0,C,
2500,2012-07-23 16:37:42,2578.50,1,239,2578.25,2578.50,2853277,0,0,C,
2500,2012-07-23 16:37:26,2578.50,1,238,2578.25,2578.50,2853220,0,0,C,
2500,2012-07-23 16:37:26,2578.50,1,237,2578.25,2578.50,2853217,0,0,C,
2500,2012-07-23 16:37:08,2578.50,1,236,2578.50,2578.75,2853139,0,0,C,
2500,2012-07-23 16:37:06,2578.50,1,235,2578.00,2578.50,2853109,0,0,C,
2500,2012-07-23 16:37:05,2578.50,1,234,2578.00,2578.50,2853089,0,0,C,
2500,2012-07-23 16:37:05,2578.50,1,233,2578.50,2578.75,2853077,0,0,C,
2500,2012-07-23 16:37:05,2578.75,1,232,2577.75,2578.75,2853070,0,0,C,
2500,2012-07-23 16:37:05,2578.75,1,231,2577.75,2578.75,2853068,0,0,C,
2500,2012-07-23 16:37:05,2578.25,1,230,2578.25,2578.75,2853064,0,0,C,
2500,2012-07-23 16:37:05,2578.25,1,229,2577.75,2578.25,2853060,0,0,C,
2500,2012-07-23 16:37:05,2578.50,1,228,2578.50,2578.75,2853055,0,0,C,
2500,2012-07-23 16:37:05,2578.50,2,227,2578.50,2578.75,2853053,0,0,C,
2500,2012-07-23 16:37:05,2578.50,1,225,2578.25,2578.50,2853027,0,0,C,
2500,2012-07-23 16:37:05,2578.50,1,224,2578.25,2578.50,2853026,0,0,C,
2500,2012-07-23 16:37:05,2578.50,1,223,2578.25,2578.50,2853025,0,0,C,
2500,2012-07-23 16:37:05,2578.50,4,222,2578.25,2578.50,2853024,0,0,C,
2500,2012-07-23 16:37:05,2578.50,1,218,2578.25,2578.50,2853023,0,0,C,
2500,2012-07-23 16:37:05,2578.50,1,217,2578.25,2578.50,2853022,0,0,C,
2500,2012-07-23 16:37:05,2578.50,1,216,2578.25,2578.50,2853021,0,0,C,
2500,2012-07-23 16:37:05,2578.25,4,215,2578.00,2578.25,2853010,0,0,C,
2500,2012-07-23 16:37:05,2578.25,1,211,2578.00,2578.25,2853009,0,0,C,
2500,2012-07-23 16:37:05,2578.25,2,210,2578.00,2578.25,2853008,0,0,C,
2500,2012-07-23 16:37:05,2578.25,1,208,2578.00,2578.25,2853007,0,0,C,
2500,2012-07-23 16:37:05,2578.25,1,207,2578.00,2578.25,2853006,0,0,C,
2500,2012-07-23 16:37:02,2578.00,1,206,2578.00,2578.25,2852998,0,0,C,
2500,2012-07-23 16:36:57,2578.00,1,205,2577.50,2578.00,2852974,0,0,C,
2500,2012-07-23 16:36:57,2578.00,1,204,2577.50,2578.00,2852973,0,0,C,
2500,2012-07-23 16:36:38,2577.75,1,203,2577.50,2577.75,2852954,0,0,C,
2500,2012-07-23 16:35:55,2577.75,1,202,2577.75,2578.00,2852909,0,0,C,
2500,2012-07-23 16:35:41,2577.50,1,201,2577.75,2578.00,2852876,0,0,C,
2500,2012-07-23 16:35:41,2577.75,1,200,2577.75,2578.00,2852875,0,0,C,
2500,2012-07-23 16:35:41,2577.75,1,199,2577.75,2578.00,2852874,0,0,C,
2500,2012-07-23 16:34:54,2578.25,1,198,2577.75,2578.25,2852824,0,0,C,
2500,2012-07-23 16:34:39,2578.00,1,197,2577.75,2578.00,2852709,0,0,C,
2500,2012-07-23 16:34:27,2577.75,1,196,2577.50,2577.75,2852583,0,0,C,
2500,2012-07-23 16:34:06,2577.75,1,195,2577.75,2578.00,2852533,0,0,C,
2500,2012-07-23 16:34:06,2577.75,1,194,2577.75,2578.00,2852531,0,0,C,
2500,2012-07-23 16:34:04,2577.75,1,193,2577.75,2578.00,2852510,0,0,C,
2500,2012-07-23 16:34:03,2577.75,2,192,2577.50,2577.75,2852496,0,0,C,
2500,2012-07-23 16:34:03,2577.75,1,190,2577.50,2577.75,2852495,0,0,C,
2500,2012-07-23 16:34:03,2577.75,1,189,2577.50,2577.75,2852494,0,0,C,
2500,2012-07-23 16:34:02,2577.75,1,188,2577.50,2577.75,2852491,0,0,C,
2500,2012-07-23 16:34:00,2577.75,3,187,2577.50,2577.75,2852487,0,0,C,
2500,2012-07-23 16:34:00,2577.75,1,184,2577.50,2577.75,2852486,0,0,C,
2500,2012-07-23 16:34:00,2577.75,3,183,2577.50,2577.75,2852485,0,0,C,
2500,2012-07-23 16:33:48,2577.75,1,180,2577.50,2577.75,2852453,0,0,C,
2500,2012-07-23 16:33:37,2577.75,1,179,2577.75,2578.00,2852420,0,0,C,
2500,2012-07-23 16:33:32,2577.75,1,178,2577.75,2578.00,2852408,0,0,C,
2500,2012-07-23 16:33:31,2577.75,1,177,2577.75,2578.00,2852405,0,0,C,
2500,2012-07-23 16:33:30,2577.75,1,176,2577.75,2578.00,2852403,0,0,C,
2500,2012-07-23 16:33:29,2577.75,1,175,2577.50,2577.75,2852388,0,0,C,
2500,2012-07-23 16:33:29,2577.75,1,174,2577.50,2577.75,2852387,0,0,C,
2500,2012-07-23 16:33:29,2577.75,1,173,2577.50,2577.75,2852386,0,0,C,
2500,2012-07-23 16:33:17,2577.75,1,172,2577.50,2577.75,2852225,0,0,C,
2500,2012-07-23 16:33:14,2577.75,1,171,2577.50,2577.75,2852220,0,0,C,
2500,2012-07-23 16:33:13,2577.75,2,170,2577.50,2577.75,2852207,0,0,C,
2500,2012-07-23 16:33:13,2577.75,4,168,2577.50,2577.75,2852206,0,0,C,
2500,2012-07-23 16:33:13,2577.75,1,164,2577.50,2577.75,2852205,0,0,C,
2500,2012-07-23 16:33:10,2577.50,1,163,2577.25,2577.50,2852158,0,0,C,
2500,2012-07-23 16:33:10,2577.50,1,162,2577.25,2577.50,2852157,0,0,C,
2500,2012-07-23 16:33:10,2577.50,1,161,2577.25,2577.50,2852156,0,0,C,
2500,2012-07-23 16:32:46,2577.50,1,160,2577.25,2577.50,2852122,0,0,C,
2500,2012-07-23 16:32:36,2577.50,1,159,2577.25,2577.50,2852111,0,0,C,
2500,2012-07-23 16:32:35,2577.25,1,158,2577.25,2577.50,2852109,0,0,C,
2500,2012-07-23 16:32:28,2577.50,1,157,2577.25,2577.50,2852087,0,0,C,
2500,2012-07-23 16:32:20,2577.50,1,156,2577.25,2577.50,2852055,0,0,C,
2500,2012-07-23 16:32:20,2577.50,1,155,2577.25,2577.50,2852054,0,0,C,
2500,2012-07-23 16:32:19,2577.50,1,154,2577.50,2577.75,2852034,0,0,C,
2500,2012-07-23 16:32:16,2577.50,1,153,2577.50,2577.75,2852029,0,0,C,
2500,2012-07-23 16:32:14,2577.50,2,152,2577.50,2577.75,2851953,0,0,C,
2500,2012-07-23 16:32:12,2577.50,1,150,2577.25,2577.50,2851927,0,0,C,
